    nm         	nN
1.597492e+002	1.574391e-002
1.597774e+002	5.979959e-003
1.598877e+002	-7.090291e-005
1.601623e+002	1.303973e-003
1.610281e+002	2.941170e-002
1.611712e+002	2.484600e-002
1.615443e+002	3.067632e-002
1.609648e+002	-6.562839e-003
1.609602e+002	-1.781173e-002
1.616618e+002	2.870051e-003
1.621827e+002	1.538376e-002
1.622930e+002	9.332665e-003
1.616806e+002	-2.939163e-002
1.624315e+002	-6.481910e-003
1.634615e+002	2.905157e-002
1.635554e+002	2.225812e-002
1.637643e+002	2.066271e-002
1.636775e+002	5.700742e-003
1.639356e+002	6.333043e-003
1.643744e+002	1.513387e-002
1.645997e+002	1.428102e-002
1.647593e+002	1.045767e-002
1.649353e+002	7.377107e-003
1.653577e+002	1.543536e-002
1.653366e+002	3.443684e-003
1.656276e+002	5.561134e-003
1.659514e+002	9.163734e-003
1.667515e+002	3.430118e-002
1.667140e+002	2.156716e-002
1.663316e+002	-6.761127e-003
1.666554e+002	-3.158527e-003
1.673570e+002	1.752347e-002
1.672209e+002	3.337873e-004
1.677911e+002	1.507520e-002
1.677043e+002	1.132386e-004
1.676668e+002	-1.262076e-002
1.682206e+002	1.377840e-003
1.683473e+002	-3.930425e-003
1.687533e+002	3.385016e-003
1.687486e+002	-7.863836e-003
1.693681e+002	9.105066e-003
1.690842e+002	-1.476755e-002
1.695230e+002	-5.966934e-003
1.698304e+002	-3.106932e-003
1.702692e+002	5.693681e-003
1.704452e+002	2.613107e-003
1.703913e+002	-1.086347e-002
1.704523e+002	-1.914206e-002
1.706612e+002	-2.073747e-002
1.712806e+002	-3.768555e-003
1.717194e+002	5.032035e-003
1.716819e+002	-7.701967e-003
1.721864e+002	4.068923e-003
1.725595e+002	9.899454e-003
1.723578e+002	-1.026051e-002
1.727801e+002	-2.202465e-003
1.735145e+002	1.996467e-002
1.734442e+002	5.745275e-003
1.735709e+002	4.370000e-004
1.740754e+002	1.220812e-002
1.741857e+002	6.157039e-003
1.740989e+002	-8.804698e-003
1.748662e+002	1.484760e-002
1.751736e+002	1.770761e-002
1.752347e+002	9.429033e-003
1.754599e+002	8.576184e-003
1.749133e+002	-2.717805e-002
1.753521e+002	-1.837721e-002
1.763985e+002	1.789882e-002
1.764760e+002	1.036282e-002
1.769476e+002	2.064859e-002
1.773536e+002	2.796405e-002
1.772504e+002	1.225974e-002
1.772786e+002	2.495782e-003
1.773396e+002	-5.782781e-003
1.777620e+002	2.275245e-003
1.776588e+002	-1.342906e-002
1.782782e+002	3.539846e-003
1.789305e+002	2.199414e-002
1.792051e+002	2.336901e-002
1.791511e+002	9.892426e-003
1.793436e+002	7.554415e-003
1.793882e+002	-1.466941e-003
1.795970e+002	-3.062342e-003
1.804136e+002	2.281765e-002
1.806388e+002	2.196482e-002
1.808477e+002	2.036940e-002
1.813029e+002	2.991259e-002
1.812326e+002	1.569342e-002
1.812279e+002	4.444313e-003
1.816995e+002	1.473029e-002
1.819248e+002	1.387746e-002
1.821665e+002	1.376718e-002
1.818991e+002	-9.363087e-003
1.818780e+002	-2.135452e-002
1.823168e+002	-1.255391e-002
1.825749e+002	-1.192160e-002
1.831943e+002	5.047520e-003
1.828776e+002	-2.031046e-002
1.835956e+002	1.113891e-003
1.843300e+002	2.328105e-002
1.841283e+002	3.121067e-003
1.836473e+002	-2.966242e-002
1.839547e+002	-2.680240e-002
1.842129e+002	-2.617011e-002
1.848159e+002	-9.943746e-003
1.856160e+002	1.519367e-002
1.863833e+002	3.884599e-002
1.860501e+002	1.274542e-002
1.861440e+002	5.951987e-003
1.861065e+002	-6.782232e-003
1.857077e+002	-3.585310e-002
1.864913e+002	-1.145822e-002
1.870780e+002	4.025752e-003
1.866791e+002	-2.504509e-002
1.872657e+002	-9.561317e-003
1.882301e+002	2.300185e-002
1.879955e+002	1.356735e-003
1.879580e+002	-1.137728e-002
1.888731e+002	1.895818e-002
1.883757e+002	-1.456811e-002
1.886174e+002	-1.467838e-002
1.890726e+002	-5.135202e-003
1.892486e+002	-8.215764e-003
1.897038e+002	1.327412e-003
1.900933e+002	7.900518e-003
